113,65,351
114,66,352
115,67,353
387,68,286
388,151,287
389,152,152
390,89,152
121,90,152
122,4,154
123,432,155
124,6,181
198,185,182
199,186,427
200,189,435
201,14,10
194,14,11
193,190,187
185,126,188
186,127,189
195,128,190
129,129,191
130,130,192
131,131,193
132,132,194
133,133,195
134,134,196
135,135,21
136,136,21
137,137,22
138,138,18
139,139,21
140,140,22
141,276,22
142,277,77
143,278,78
144,279,79
145,280,80
146,81,81
147,82,305
148,148,306
149,149,307
150,150,308
151,151,309
152,152,310
153,153,311
154,154,312
155,155,92
156,156,95
38,157,96
39,158,97
411,159,98
412,474,104
413,475,105
97,476,107
98,108,108
99,108,108
108,104,109
108,108,109
109,109,110
107,110,110
108,111,109
109,111,45
108,111,268
109,111,268
109,102,269
110,103,270
109,105,272
193,106,273
192,106,274
193,109,274
194,108,275
485,111,227
485,112,228
484,113,228
485,224,230
486,225,230
487,115,232
488,116,485
489,116,486
313,117,487
314,118,488
315,119,486
316,122,490
290,203,8
291,204,8
133,205,100
134,327,101
135,103,465
136,104,466
438,105,469
439,106,470
440,107,104
30,105,105
31,269,106
32,270,370
33,268,371
34,269,372
35,270,373
36,271,374
36,272,272
37,274,273
39,274,274
40,52,275
49,53,52
58,53,53
59,54,54
60,55,55
61,56,55
65,281,281
479,282,282
305,283,283
306,282,284
286,283,285
286,284,286
287,285,285
287,286,236
287,286,237
151,238,238
489,190,239
490,191,240
491,190,242
198,257,243
200,243,243
14,244,244
202,245,245
203,246,246
204,245,247
205,246,248
206,245,246
20,246,248
105,247,248
106,248,248
107,249,249
108,464,462
44,466,463
462,246,464
463,245,465
464,246,246
464,247,247
430,248,430
431,191,430
432,190,430
433,191,431
434,192,430
105,193,190
106,431,191
106,430,17
108,330,18
367,430,19
368,431,242
493,431,244
442,333,22
443,334,23
444,335,24
445,23,25
446,440,26
447,438,26
449,439,398
449,26,398
250,262,399
251,44,399
127,264,399
128,264,106
129,104,105
130,105,106
131,106,107
268,107,108
268,108,109
109,109,110
110,111,111
111,111,111
112,115,113
113,116,113
114,117,115
115,118,200
116,119,201
383,120,201
384,192,202
385,191,203
190,192,204
196,193,203
428,194,204
200,195,207
201,196,208
202,197,209
14,509,210
15,212,213
142,213,213
143,213,214
144,213,7
145,213,212
146,181,213
147,214,214
148,213,183
149,488,488
195,489,488
127,490,489
127,491,490
491,492,490
492,493,491
494,494,492
494,495,493
495,204,494
496,319,155
497,320,156
498,321,157
499,321,158
500,159,159
501,160,160
213,126,340
214,126,341
215,127,77
216,216,78
